restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber
se1nR8pwmwRgNY67dl2zdQ,Corner Bakery Cafe,"200 N La Salle St, Ste 100 Neighborhood: b/t Haddock Pl & Lake St",46 reviews,2.5 star rating,"Breakfast & Brunch,Cafes","200 N La Salle St, Ste 100","Mon 6:00 am 5:00 pm
Tue 6:00 am 5:00 pm
Wed 6:00 am 5:00 pm
Thu 6:00 am 5:00 pm
Fri 6:00 am 5:00 pm
Sat 
Sun 
",Yes,Yes,Street,Casual,Yes,Under $10,No,Yes,Yes,Yes,Yes,Free,NULL,No,Average,NULL,No,Yes,NULL,cornerbakerycafe.com/home.aspx,(312) 726-7244
FdvDkic01XqyXwEJkC8tBg,Halsted Street Deli,"222 N La Salle St, Chicago, IL 60601 Neighborhood: b/t Haddock Pl & Lasalle St",26 reviews,3.0 star rating,Delis,"222 N La Salle St, Chicago, IL 60601","Mon 7:00 am 2:30 pm
Tue 7:00 am 2:30 pm
Wed 7:00 am 2:30 pm
Thu 7:00 am 2:30 pm
Fri 7:00 am 2:30 pm
Sat 
Sun 
",Yes,Yes,Street,Casual,Yes,Under $10,No,No,Yes,NULL,No,NULL,NULL,No,Average,NULL,Yes,Yes,NULL,NULL,(312) 658-0810
3qukRpTUgyEdNof2iPZU6g,Geneva Restaurant,"323 East Upper Wacker Drive, Chicago, IL 60601 Neighborhood: The Loop",10 reviews,3.0 star rating,Breakfast & Brunch,"323 East Upper Wacker Drive, Chicago, IL 60601","Mon 6:00 am 11:00 am
Tue 6:00 am 11:00 am
Wed 6:00 am 11:00 am
Thu 6:00 am 11:00 am
Fri 6:00 am 11:00 am
Sat 6:00 am 12:00 pm
Sun 6:00 am 12:00 pm
",Yes,Yes,NULL,NULL,Yes,$11-30,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,swissotel.com,(312) 268-0140
wOMGsjOlA16LrZsjaeUaMw,Subway,"185 N Wabash Ave, Chicago, IL 60601 Neighborhood: The Loop",10 reviews,2.5 star rating,"Sandwiches,Fast Food","185 N Wabash Ave, Chicago, IL 60601",NULL,No,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,NULL,No,Quiet,NULL,No,Yes,NULL,subway.com,(312) 578-1190
Si9Z9JR__7j-96M4jrbkVA,Sbarro,"195 N Dearborn St, Chicago, IL 60601 Neighborhood: b/t Couch Pl & Lake St",3 reviews,2.5 star rating,NULL,"195 N Dearborn St, Chicago, IL 60601",NULL,NULL,Yes,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sbarro.com,(312) 263-3334
9IHXW2vB6KzGJFsKTLmdBg,Sbarro,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",14 reviews,2.5 star rating,"Pizza,Italian,Breakfast & Brunch","100 W Randolph St, Chicago, IL 60601","Mon 6:00 am 5:00 pm
Tue 6:00 am 5:00 pm
Wed 6:00 am 5:00 pm
Thu 6:00 am 5:00 pm
Fri 6:00 am 5:00 pm
Sat 
Sun 
Wed 7/4/2018 
Mon 9/3/2018 
Mon 10/8/2018 
Thu 11/22/2018 
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,Yes,No,No,No,Lunch,No,Very Loud,NULL,No,No,NULL,sbarro.com,(312) 263-8615
XZqD6_ANZH_0JRtC5vFHqg,Marcello’s Market & Deli,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",6 reviews,3.0 star rating,Delis,"100 W Randolph St, Chicago, IL 60601",NULL,Yes,Yes,NULL,Casual,Yes,$11-30,No,No,Yes,No,No,Free,NULL,No,Average,NULL,No,No,NULL,NULL,NULL
GCBnAGTdQdHXuVfXpmAQXQ,Alonti Cafe,"225 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Lake St & Wacker Pl",6 reviews,3.5 star rating,Delis,"225 N Michigan Ave, Chicago, IL 60601",NULL,NULL,Yes,NULL,Casual,No,Under $10,No,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,alonti.com,(312) 240-0349
iHubZXCGbYdw16TvfU5GKg,Vista Carry Out,"233 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Lake St & Wacker Pl",20 reviews,2.5 star rating,Italian,"233 N Michigan Ave, Chicago, IL 60601",NULL,Yes,Yes,NULL,Casual,No,Under $10,No,No,Yes,NULL,No,No,NULL,No,NULL,NULL,No,NULL,NULL,NULL,(312) 565-0312
TXdK4HquUwcaFUlcAS0_YQ,McDonald’s,"36 W Randolph, Chicago, IL 60601 Neighborhood: b/t Wabash Ave & State St",36 reviews,2.0 star rating,"Fast Food,Burgers,Coffee & Tea","36 W Randolph, Chicago, IL 60601","Mon 5:00 am 11:00 pm
Tue 5:00 am 11:00 pm
Wed 5:00 am 11:00 pm
Thu 5:00 am 11:00 pm
Fri 5:00 am 12:00 am
Sat 6:00 am 12:00 am
Sun 6:00 am 11:00 pm
",Yes,Yes,Street,Casual,Yes,Under $10,No,No,Yes,NULL,No,Free,"Breakfast, Lunch",No,Average,Casual,No,No,NULL,mcdonalds.com,(312) 759-2128
2e3Wx03v8qgvDghVgymmPA,Subway,"150 N Michigan Ave, Ste C42 Neighborhood: at Randolph St",2 reviews,4.0 star rating,NULL,"150 N Michigan Ave, Ste C42",NULL,Yes,NULL,NULL,NULL,Yes,NULL,No,No,Yes,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,subway.com,(312) 861-0922
5AfHTvp-T9JwHBJ1gupJ2A,KFC,"100 W Randolph, James R. Thompson Center, Great State Fare Food Court Neighborhood: b/t Michigan Ave & Beaubien Ct",14 reviews,1.5 star rating,"Fast Food,Chicken Wings","100 W Randolph, James R. Thompson Center, Great State Fare Food Court",NULL,No,Yes,NULL,Casual,No,Under $10,No,No,Yes,NULL,No,No,NULL,No,Average,NULL,NULL,No,NULL,kfc.com,(312) 630-0342
l-BMWMnj56OxQ55DioQO-Q,Typhoon Cafe,"211 N Stetson Ave, Chicago, IL 60601 Neighborhood: b/t Lake St & Water St",6 reviews,2.5 star rating,Japanese,"211 N Stetson Ave, Chicago, IL 60601",NULL,NULL,Yes,NULL,NULL,NULL,$11-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(312) 861-0861
bf_79e2de-IV0IpgXt8sRQ,Atrium at the Thompson Center,"100 W Randolph St, Chicago, IL 60601 Neighborhood: The Loop",5 reviews,3.5 star rating,"Shopping,Restaurants","100 W Randolph St, Chicago, IL 60601","Mon 6:30 am 6:00 pm
Tue 6:30 am 6:00 pm
Wed 6:30 am 6:00 pm
Thu 6:30 am 6:00 pm
Fri 6:30 am 6:00 pm
Sat 
Sun 
",Yes,Yes,Garage,NULL,NULL,$11-30,No,No,Yes,NULL,No,Free,NULL,No,Average,NULL,No,No,NULL,theatriumchicago.com,(312) 346-0777
kwOMEjfgPBlcBbdjh58WMA,Burger King Express,"100 W Randolph Dr, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",9 reviews,2.0 star rating,Burgers,"100 W Randolph Dr, Chicago, IL 60601",NULL,Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,NULL,No,Very Loud,NULL,No,No,NULL,bk.com,(312) 630-0342
BwOxNRVh3HiQp1dQhw4TrQ,Jimmy John’s,"200 E Randolph, Chicago, IL 60601 Neighborhood: at Stetson Ave",16 reviews,2.0 star rating,Sandwiches,"200 E Randolph, Chicago, IL 60601","Mon 10:00 am 7:00 pm
Tue 10:00 am 7:00 pm
Wed 10:00 am 7:00 pm
Thu 10:00 am 7:00 pm
Fri 10:00 am 7:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,Yes,Yes,NULL,No,NULL,Lunch,No,Average,NULL,No,NULL,NULL,jimmyjohns.com,(312) 938-0200
d09yHwWO4m1Ors0TLqpmmg,Millenium Dogs,"151 N Michigan Ave, Ste C43 Neighborhood: at Randolph St",4 reviews,2.5 star rating,NULL,"151 N Michigan Ave, Ste C43",NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,(312) 565-1444
u3L8x6_nrWk-c5o6xJhEgw,Au Bon Pain,"500 W Monroe St, Chicago, IL 60601 Neighborhood: The Loop",3 reviews,3.0 star rating,NULL,"500 W Monroe St, Chicago, IL 60601",NULL,Yes,Yes,NULL,NULL,No,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q8xYPIfzaAzEC8_r66Az4Q,Red Tomato Café,"345 E Superior, Chicago, IL 60611 Neighborhood: b/t Lake Shore Dr & Fairbanks Ct",1 review,2.0 star rating,NULL,"345 E Superior, Chicago, IL 60611",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9janlkrE4F6juz3zcAMkjg,Subway,"100 W Randolph, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",4 reviews,2.0 star rating,"Sandwiches,Fast Food","100 W Randolph, Chicago, IL 60601",NULL,Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,NULL,NULL,Loud,NULL,No,NULL,NULL,NULL,NULL
yDk7S0M4VqOyQVvHcFTFrw,Alumni Club,"150 N Michigan Ave, Ste 1135 Neighborhood: at Randolph St",1 review,3.0 star rating,NULL,"150 N Michigan Ave, Ste 1135",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(312) 345-1400
mgM15wXz3Il8iU6T1LPpIA,Subway,"345 N LaSalle St, Chicago, IL 60601 Neighborhood: River North, Near North Side",13 reviews,2.0 star rating,"Sandwiches,Fast Food","345 N LaSalle St, Chicago, IL 60601",NULL,No,Yes,NULL,Casual,No,Under $10,No,NULL,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
eeMlaaZELyAtK9uh1_Pc9A,Jazzman’s Cafe & Bakery,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",4 reviews,2.5 star rating,Cafes,"100 W Randolph St, Chicago, IL 60601",NULL,NULL,Yes,NULL,Casual,NULL,$11-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
P-Ahhnk4q_v2bRi-IgInhg,Subway,"233 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",6 reviews,3.0 star rating,"Sandwiches,Fast Food","233 N Michigan Ave, Chicago, IL 60601","Mon 7:00 am 7:00 pm
Tue 7:00 am 7:00 pm
Wed 7:00 am 7:00 pm
Thu 7:00 am 7:00 pm
Fri 7:00 am 7:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,Yes,No,No,No,NULL,No,Loud,NULL,No,Yes,NULL,subway.com,(312) 240-9900
ITK4GhjAuzeJAB8RXedQGg,Chi-Town Pizza Express,"151 N Michigan Ave, Unit C-17 Neighborhood: at Randolph St",10 reviews,2.0 star rating,Pizza,"151 N Michigan Ave, Unit C-17",NULL,NULL,Yes,NULL,Casual,NULL,Under $10,No,Yes,Yes,NULL,No,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,(312) 938-1111
Gvvzabgu0437UkJST3LLHg,Subway,"151 E Randolph St, Ste C42 Neighborhood: b/t Stetson Ave & Beaubien Ct",6 reviews,1.5 star rating,"Sandwiches,Fast Food","151 E Randolph St, Ste C42","Mon 6:00 am 11:00 pm
Tue 6:00 am 11:00 pm
Wed 6:00 am 11:00 pm
Thu 6:00 am 11:00 pm
Fri 6:00 am 11:00 pm
Sat 8:00 am 11:00 pm
Sun 8:00 am 10:30 pm
",No,Yes,NULL,Casual,No,Under $10,No,No,Yes,NULL,No,No,NULL,No,Average,NULL,No,Yes,NULL,subway.com,(312) 861-0922
oukCzaYnJ29vddG9oGCqKQ,Subway,"55 E Randolph, Chicago, IL 60601 Neighborhood: b/t Garland Ct & Wabash Ave",3 reviews,2.0 star rating,NULL,"55 E Randolph, Chicago, IL 60601",NULL,Yes,Yes,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Z4sy8-cBNYnS-VHwoQxdbQ,Subway,"29 W Lake St, Ste B Neighborhood: b/t Wabash Ave & Dearborn St",7 reviews,2.5 star rating,"Sandwiches,Fast Food","29 W Lake St, Ste B","Mon 7:00 am 10:00 pm
Tue 7:00 am 10:00 pm
Wed 7:00 am 10:00 pm
Thu 7:00 am 10:00 pm
Fri 7:00 am 10:00 pm
Sat 8:00 am 8:00 pm
Sun 8:00 am 7:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,Yes,Free,NULL,No,NULL,NULL,No,NULL,NULL,subway.com,(312) 263-1600
nVxyhZTwl1RtdObbFKxewA,225 Cafe,"225 W Washington St, Chicago, IL 60606 Neighborhood: b/t Franklin St & Wells St",1 review,3.0 star rating,NULL,"225 W Washington St, Chicago, IL 60606",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(312) 223-1162
dVCY7bSTZPIH8rhXEKB5nQ,Arby’s,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",11 reviews,2.5 star rating,"Fast Food,Sandwiches","100 W Randolph St, Chicago, IL 60601",NULL,Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,NULL,No,Loud,Casual,No,No,NULL,arbys.com,(312) 419-8920
SfrNpSnyKkpmJgA2C9uneA,Sub Connection,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Beaubien Ct & Michigan Ave",4 reviews,1.5 star rating,NULL,"100 W Randolph St, Chicago, IL 60601",NULL,NULL,NULL,NULL,NULL,No,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
kKr5sDnLWtagorr0XD7_hg,Noyane,", Neighborhood: ",NULL,NULL,NULL,",",NULL,No,Yes,Valet,Casual,Yes,$31-60,No,No,No,NULL,Yes,NULL,Lunch,Full Bar,Loud,NULL,NULL,NULL,Yes,NULL,NULL
tnhq-bCdzWsIRdYy1riENw,Freshii,"161 N Clark St, Chicago, IL 60601 Neighborhood: b/t Randolph St & Couch Pl",88 reviews,3.0 star rating,"Salad,Vegan,Wraps","161 N Clark St, Chicago, IL 60601","Mon 7:00 am 8:00 pm
Tue 7:00 am 8:00 pm
Wed 7:00 am 8:00 pm
Thu 7:00 am 8:00 pm
Fri 7:00 am 5:00 pm
Sat 
Sun 
",No,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,NULL,Yes,Free,"Breakfast, Lunch",No,Average,NULL,No,Yes,NULL,freshii.com,(312) 332-4151
Ewm-tJIq935Z8ATLZ9ne4g,Subway,"300 E Randolph St, Chicago, IL 60601 Neighborhood: at Columbus Dr",2 reviews,3.0 star rating,"Sandwiches,Fast Food","300 E Randolph St, Chicago, IL 60601",NULL,Yes,Yes,NULL,Casual,No,Under $10,No,No,Yes,NULL,No,No,NULL,No,Quiet,NULL,No,Yes,NULL,subway.com,(312) 540-1087
